Message,Label
Meeting rescheduled to 3 PM. Let me know if it works for you. #36,ham
Your package has been delivered. Thank you for shopping with us! #27,ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #3,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #11,spam
Your Amazon order has been shipped and will arrive soon. #22,ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #47,spam
Can you send me the notes from yesterday's meeting? #30,ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #38,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #37,ham
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #1,spam
"Hey, are you free for lunch tomorrow? #14",ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #36,spam
Can you send me the notes from yesterday's meeting? #13,ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #13,spam
Your Amazon order has been shipped and will arrive soon. #34,ham
Electricity bill payment received. Thank you! #28,ham
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #1,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #41,spam
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #12",ham
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #7,spam
Don't forget to pick up groceries on your way home. #28,ham
Act now and save 70% on your car insurance. Offer expires today! #48,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #43,ham
"Hey, are you free for lunch tomorrow? #12",ham
Meeting rescheduled to 3 PM. Let me know if it works for you. #35,ham
Can you send me the notes from yesterday's meeting? #43,ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #38,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #43,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #0",ham
Win $1000 now! Click the link to claim your prize: http://winbig.com #23,spam
Don't forget to pick up groceries on your way home. #8,ham
"Hi John, please confirm your appointment for Monday at 10 AM. #5",ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #49,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #13",ham
Can you send me the notes from yesterday's meeting? #35,ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #5,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #7,ham
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #17,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #37,spam
Electricity bill payment received. Thank you! #15,ham
Win $1000 now! Click the link to claim your prize: http://winbig.com #13,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #23,spam
"Hey, are you free for lunch tomorrow? #43",ham
Exclusive deal just for you! Subscribe to our service and save big. #19,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #1,spam
Can you send me the notes from yesterday's meeting? #11,ham
Your package has been delivered. Thank you for shopping with us! #12,ham
Meeting rescheduled to 3 PM. Let me know if it works for you. #0,ham
Act now and save 70% on your car insurance. Offer expires today! #35,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #31,spam
Exclusive deal just for you! Subscribe to our service and save big. #4,spam
Act now and save 70% on your car insurance. Offer expires today! #10,spam
Act now and save 70% on your car insurance. Offer expires today! #2,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #5,spam
Your Amazon order has been shipped and will arrive soon. #32,ham
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #33,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #47,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #18,spam
Act now and save 70% on your car insurance. Offer expires today! #22,spam
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #5,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #17,spam
Your package has been delivered. Thank you for shopping with us! #17,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #23,spam
"Hey, are you free for lunch tomorrow? #11",ham
Win $1000 now! Click the link to claim your prize: http://winbig.com #0,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #13,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #11",ham
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #47,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #35",ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #35,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #33,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #22,ham
Your package has been delivered. Thank you for shopping with us! #8,ham
Act now and save 70% on your car insurance. Offer expires today! #34,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #3,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #34",ham
Act now and save 70% on your car insurance. Offer expires today! #14,spam
"Hey, are you free for lunch tomorrow? #10",ham
Act now and save 70% on your car insurance. Offer expires today! #25,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #39,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #36,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #19,spam
Your Amazon order has been shipped and will arrive soon. #11,ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #8,spam
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #19",ham
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #28",ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #2,spam
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #49,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #30,spam
Electricity bill payment received. Thank you! #16,ham
